signal_id,source_date,funding_type,conversion_stage,signal_title,source_url_or_path,source_type,geography_name,counterparty_name,counterparty_class,primary_constraint,amount_usd,signal_status,project_family,amount_display,amount_usd_floor,amount_qualifier,aggregation_role,superseded_by,supersedes,current_project_scope,publisher_name,dataset_name,dataset_version,canonical_ledger_url,canonical_record_url,citation_and_use_url
LAIS-0043,2025-08-20,Private Ratepayer / Affordability Commitment,Approved,"U-37425 record supports up to $15 million Meta/Laidley Power to Care commitment plus Entergy match, up to $30 million combined over 15 years",https://louisianaaihub.com/sources/LAIS-0002_LPSC_EntergyMetaGridApproval_Transcript_2025-08-20.pdf,Primary (Official),Louisiana / Richland Parish-linked,"Meta/Laidley / Entergy Louisiana, LLC",Technology Company / Utility,Power/Grid,30000000,LOGGED,Meta Hyperion — U-37425 Power to Care,Up to $30 million combined over 15 years,,Up to,Additive current amount; combined ceiling counted once,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0043,https://louisianaaihub.com/citation-use
LAIS-0044,2026-07-13,Private Workforce / Community Investment,Completed,"Meta discloses $300,000 investment in the Richland Revitalization Board for parks, ballfields, community centers and related facilities",https://louisianaaihub.com/sources/2026-07-13_Meta_Richland_Community_Affordability_CompleteClaimCapture.pdf,Primary (Company),Richland Parish,"Meta Platforms, Inc. / Richland Revitalization Board",Technology Company / Community Organization,Infrastructure,300000,LOGGED,Meta Hyperion — Community Investment,"$300,000",300000,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0044,https://louisianaaihub.com/citation-use
LAIS-0045,2025-10-21,Private Infrastructure-Enabling Investment,Contracted,"Meta and funds managed by Blue Owl enter 80/20 Hyperion joint venture, with the parties committed to fund pro rata shares of approximately $27 billion in estimated development costs",https://louisianaaihub.com/sources/2025-10-21_Meta_BlueOwl_Hyperion_JointVenture_CompleteClaimCapture.pdf,Primary (Company),Richland Parish,"Meta Platforms, Inc. / Funds managed by Blue Owl Capital",Technology Company / Investment Funds,Capital,27000000000,LOGGED,Meta Hyperion — Ownership and Development Financing,Approximately $27 billion estimated development-cost basis,,Approximately,Contextual development-financing basis; excluded from all monetary rollups and non-additive with LAIS-0029,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0045,https://louisianaaihub.com/citation-use
LAIS-0046,2026-01-29,Private Contract Value,Contracted,Meta discloses approximately $12.31 billion aggregate initial operating-lease commitment for Hyperion joint-venture campus properties beginning in 2029,https://louisianaaihub.com/sources/2026-01-29_Meta_Form10K_Hyperion_Venture_Lease_RVG_CompleteClaimCapture.pdf,Primary (Official),Richland Parish,"Meta Platforms, Inc. / Hyperion joint venture",Technology Company / Joint Venture,Procurement,12310000000,LOGGED,Meta Hyperion — Operating Leases,Approximately $12.31 billion aggregate initial lease commitment,,Approximately,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0046,https://louisianaaihub.com/citation-use
LAIS-0047,2026-01-29,Private Infrastructure-Enabling Investment,Contracted,Meta discloses approximately $28 billion aggregate declining residual-value-guarantee threshold for Hyperion joint-venture properties,https://louisianaaihub.com/sources/2026-01-29_Meta_Form10K_Hyperion_Venture_Lease_RVG_CompleteClaimCapture.pdf,Primary (Official),Richland Parish,"Meta Platforms, Inc. / Hyperion joint venture",Technology Company / Joint Venture,Capital,28000000000,LOGGED,Meta Hyperion — Residual Value Guarantee,Approximately $28 billion aggregate declining RVG threshold,,Approximately,Contingent threshold; excluded from all monetary rollups,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0047,https://louisianaaihub.com/citation-use
LAIS-0048,2025-03-11,Private Capex,Announced,Fibrebond discloses $150 million Louisiana-campus expansion supporting data-center electrical-module manufacturing,https://louisianaaihub.com/sources/2025-03-11_Fibrebond_150M_LouisianaCampus_SourceReference.pdf,Primary (Company),Webster Parish,Fibrebond Corporation,Industrial Manufacturer,Capital,150000000,LOGGED,Fibrebond Minden Manufacturing Campus,$150 million,,Exact project-wide/campus disclosure,Current project amount,,LAIS-0032,Yes,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0048,https://louisianaaihub.com/citation-use
LAIS-0049,2026-06-30,Private Infrastructure-Enabling Investment,Contracted,"IRG expands SLB long-term Shreveport lease to remaining former-GM-campus space, supporting approximately 3.1 million square feet of dedicated data-center manufacturing capacity",https://louisianaaihub.com/sources/2026-06-30_IRG_SLB_Shreveport_LeaseExpansion_Official.pdf,Primary (Company / Landlord),Caddo Parish,SLB / Industrial Realty Group,Industrial Manufacturer / Property Owner,Infrastructure,,LOGGED,SLB Shreveport Data Center Manufacturing,Undisclosed,,Undisclosed,No disclosed monetary value; excluded from monetary rollups,,,Yes,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0049,https://louisianaaihub.com/citation-use
LAIS-0050,2024-02-13,Public/Institutional Awards,Approved,NSF 2341328 — Doctoral Dissertation Research: Predicting the location of hominin cave fossil sites with a machine learning approach,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2341328_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,29902,LOGGED,,"$29,902",29902,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0050,https://louisianaaihub.com/citation-use
LAIS-0051,2024-02-22,Public/Institutional Awards,Approved,NSF 2422035 — Collaborative Research: SaTC: CORE: Medium: Defending Against Social Engineering Attacks with In-Browser AI,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2422035_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,225163,LOGGED,,"$225,163",225163,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0051,https://louisianaaihub.com/citation-use
LAIS-0052,2024-02-23,Public/Institutional Awards,Approved,"NSF 2339701 — CAREER: Unary Computing in Memory for Fast, Robust and Energy-Efficient Processing",https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2339701_SourceReference.pdf,Primary (Official),"LAFAYETTE, Louisiana",University of Louisiana at Lafayette,University/Research,Capital,114739,LOGGED,,"$114,739",114739,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0052,https://louisianaaihub.com/citation-use
LAIS-0053,2024-02-23,Public Procurement,Contracted,FA864924P0521 — BetaFlix AI/ML-enhanced virtual dental trainer,https://louisianaaihub.com/sources/2026-08-18_USASpending_Award_FA864924P0521_SourceReference.pdf,Primary (Official),"RUSTON, Louisiana","BETAFLIX, INC.",Louisiana Business,Procurement,1798085,LOGGED,,"$1,798,085",1798085,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0053,https://louisianaaihub.com/citation-use
LAIS-0054,2024-03-08,Public/Institutional Awards,Approved,NSF 2337845 — CAREER: Investigating and Combating Micro Signal Attacks in Video Conferencing,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2337845_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,251830,LOGGED,,"$251,830",251830,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0054,https://louisianaaihub.com/citation-use
LAIS-0055,2024-04-03,Public/Institutional Awards,Approved,NSF 2331711 — Collaborative Research: An Integrated Framework for Learning-Enabled and Communication-Aware Hierarchical Distributed Optimization,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2331711_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,249999,LOGGED,,"$249,999",249999,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0055,https://louisianaaihub.com/citation-use
LAIS-0056,2024-04-17,Public/Institutional Awards,Approved,NSF 2403398 — Collaborative Research: OAC: Core: Harvesting Idle Resources Safely and Timely for Large-scale AI Applications in High-Performance Computing Systems,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2403398_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,300000,LOGGED,,"$300,000",300000,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0056,https://louisianaaihub.com/citation-use
LAIS-0057,2024-04-24,Public/Institutional Awards,Approved,BoRSF ITRS 020B-24 — federated deep learners for medical imaging and treatment guidance,https://louisianaaihub.com/sources/2024-04-24_LouisianaBoardOfRegents_BoRSF_AwardRecommendations_Official.pdf,Primary (Official),"Lafayette, Louisiana",University of Louisiana at Lafayette,University/Research,Capital,307109,LOGGED,,"$307,109",307109,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0057,https://louisianaaihub.com/citation-use
LAIS-0058,2024-04-24,Public/Institutional Awards,Approved,BoRSF ITRS 024B-24 — machine-learning flood sensors and cloud GIS,https://louisianaaihub.com/sources/2024-04-24_LouisianaBoardOfRegents_BoRSF_AwardRecommendations_Official.pdf,Primary (Official),"Lafayette, Louisiana",University of Louisiana at Lafayette,University/Research,Capital,195598,LOGGED,,"$195,598",195598,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0058,https://louisianaaihub.com/citation-use
LAIS-0059,2024-04-24,Public/Institutional Awards,Approved,BoRSF 034A-24 — wearable sensing and AI integration for patellar-tendinopathy prevention,https://louisianaaihub.com/sources/2024-04-24_LouisianaBoardOfRegents_BoRSF_AwardRecommendations_Official.pdf,Primary (Official),"Baton Rouge, Louisiana",Louisiana State University,University/Research,Capital,157728,LOGGED,,"$157,728",157728,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0059,https://louisianaaihub.com/citation-use
LAIS-0060,2024-04-24,Public/Institutional Awards,Approved,BoRSF 072A-24 — embodied AI for robotic odor-source localization,https://louisianaaihub.com/sources/2024-04-24_LouisianaBoardOfRegents_BoRSF_AwardRecommendations_Official.pdf,Primary (Official),"Ruston, Louisiana",Louisiana Tech University,University/Research,Capital,108000,LOGGED,,"$108,000",108000,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0060,https://louisianaaihub.com/citation-use
LAIS-0061,2024-04-24,Public/Institutional Awards,Approved,BoRSF 093A-24 — AI-powered American Sign Language learning tools,https://louisianaaihub.com/sources/2024-04-24_LouisianaBoardOfRegents_BoRSF_AwardRecommendations_Official.pdf,Primary (Official),"New Orleans, Louisiana",Tulane University,University/Research,Capital,96044,LOGGED,,"$96,044",96044,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0061,https://louisianaaihub.com/citation-use
LAIS-0062,2024-04-24,Public/Institutional Awards,Approved,BoRSF 102A-24 — self-supervised learning for groundwater contaminant-source identification,https://louisianaaihub.com/sources/2024-04-24_LouisianaBoardOfRegents_BoRSF_AwardRecommendations_Official.pdf,Primary (Official),"Lafayette, Louisiana",University of Louisiana at Lafayette,University/Research,Capital,18750,LOGGED,,"$18,750",18750,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0062,https://louisianaaihub.com/citation-use
LAIS-0063,2024-04-24,Public/Institutional Awards,Approved,NSF 2339880 — CAREER: Making Better Decisions: A Proposal for Human-Centered Computational Social Choice using Artificial Intelligence and Data,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2339880_SourceReference.pdf,Primary (Official),"NEW ORLEANS, Louisiana",Tulane University,University/Research,Capital,600000,LOGGED,,"$600,000",600000,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0063,https://louisianaaihub.com/citation-use
LAIS-0064,2024-05-02,Public/Institutional Awards,Approved,NSF 2339741 — CAREER: Autonomous underwater vehicle-manipulator robots adaptable to the unforeseen,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2339741_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,595492,LOGGED,,"$595,492",595492,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0064,https://louisianaaihub.com/citation-use
LAIS-0065,2024-05-13,Public Procurement,Contracted,FA864924P0723 — Addiguru AI optical inspection for additive manufacturing,https://louisianaaihub.com/sources/2026-08-18_USASpending_Award_FA864924P0723_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana","ADDIGURU, LLC",Louisiana Business,Procurement,74956,LOGGED,,"$74,956",74956,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0065,https://louisianaaihub.com/citation-use
LAIS-0066,2024-06-12,Public/Institutional Awards,Approved,NSF 2404540 — SBIR Phase II: Real-time Community-in-the-Loop Platform for Improved Urban Flood Forecasting and Management,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2404540_SourceReference.pdf,Primary (Official),"NEW ORLEANS, Louisiana","ISEECHANGE, Inc.",University/Research,Capital,1199999,LOGGED,,"$1,199,999",1199999,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0066,https://louisianaaihub.com/citation-use
LAIS-0067,2024-06-13,Public/Institutional Awards,Approved,NSF 2347449 — NSF POSE: Phase II: Nexus: Harnessing open High Performance Computing (HPC) through HPX,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2347449_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,1513539,LOGGED,,"$1,513,539",1513539,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0067,https://louisianaaihub.com/citation-use
LAIS-0068,2024-07-15,Public/Institutional Awards,Approved,NSF 2403247 — Collaborative Research: CSR: Medium: Enhancing Energy Awareness for Efficient Federated Learning over Mobile AI Systems,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2403247_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,239172,LOGGED,,"$239,172",239172,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0068,https://louisianaaihub.com/citation-use
LAIS-0069,2024-07-30,Public/Institutional Awards,Approved,NSF 2431595 — Collaborative Research: CISE MSI: RDP: CNS: Towards the Resilient NextG Network Design for Federated Learning over Mobile Devices,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2431595_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,149990,LOGGED,,"$149,990",149990,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0069,https://louisianaaihub.com/citation-use
LAIS-0070,2024-08-09,Public/Institutional Awards,Approved,NSF 2400422 — Enhancing Overpressure Origin Analysis in Sedimentary Basins Using Machine Learning,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2400422_SourceReference.pdf,Primary (Official),"SHREVEPORT, Louisiana",Southern University at Shreveport,University/Research,Capital,381428,LOGGED,,"$381,428",381428,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0070,https://louisianaaihub.com/citation-use
LAIS-0071,2024-08-12,Public/Institutional Awards,Approved,D24AC00338 — Tulane MAGIC Scan: ML-assisted cancer-margin scanner and petascale model-training cyberinfrastructure,https://louisianaaihub.com/sources/2026-08-18_USASpending_Award_D24AC00338_SourceReference.pdf,Primary (Official),"NEW ORLEANS, Louisiana",THE ADMINISTRATORS OF TULANE EDUCATIONAL FUND,University/Research,Capital,9983310,LOGGED,,"$9,983,310",9983310,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0071,https://louisianaaihub.com/citation-use
LAIS-0072,2024-08-19,Public/Institutional Awards,Approved,"NSF 2332638 — SaTC: CORE: Small: Advancing Model Forensics with Systematic Parsing, Injection Detection, and Model Provenance Attribution",https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2332638_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,400000,LOGGED,,"$400,000",400000,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0072,https://louisianaaihub.com/citation-use
LAIS-0073,2024-08-26,Public Procurement,Contracted,FA680024P0029 — BetaFlix aero-propulsion artificial-intelligence training system,https://louisianaaihub.com/sources/2026-08-18_USASpending_Award_FA680024P0029_SourceReference.pdf,Primary (Official),"RUSTON, Louisiana","BETAFLIX, INC.",Louisiana Business,Procurement,1250000,LOGGED,,"$1,250,000",1250000,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0073,https://louisianaaihub.com/citation-use
LAIS-0074,2024-08-28,Public/Institutional Awards,Approved,"NSF 2407839 — Machine Learning, Nonlinear PDEs, and Biomedical Applications",https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2407839_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,216296,LOGGED,,"$216,296",216296,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0074,https://louisianaaihub.com/citation-use
LAIS-0075,2024-08-28,Public/Institutional Awards,Approved,80NSSC24K1415 — UL Lafayette PACE deep learning for phytoplankton and harmful algal blooms,https://louisianaaihub.com/sources/2026-08-18_USASpending_Award_80NSSC24K1415_SourceReference.pdf,Primary (Official),"LAFAYETTE, Louisiana",UNIVERSITY OF LOUISIANA AT LAFAYETTE,University/Research,Capital,601093,LOGGED,,"$601,093",601093,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0075,https://louisianaaihub.com/citation-use
LAIS-0076,2024-08-29,Public/Institutional Awards,Approved,NSF 2425811 — Collaborative Research: CAIG: Empowering Artificial Intelligence to Reveal Phytoplankton Community Dynamics in Coastal Oceans,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2425811_SourceReference.pdf,Primary (Official),"LAFAYETTE, Louisiana",University of Louisiana at Lafayette,University/Research,Capital,529636,LOGGED,,"$529,636",529636,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0076,https://louisianaaihub.com/citation-use
LAIS-0077,2024-09-27,Public/Institutional Awards,Approved,N000142412790 — LSU AI-based automated neural-cell phenotype identification,https://louisianaaihub.com/sources/2026-08-18_USASpending_Award_N000142412790_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",LOUISIANA STATE UNIVERSITY,University/Research,Capital,156465,LOGGED,,"$156,465",156465,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0077,https://louisianaaihub.com/citation-use
LAIS-0078,2024-11-19,Public/Institutional Awards,Approved,NSF 2429557 — EPSCoR Research Fellows: NSF: Lunar Power System Digital Twinning For Surface Exploration Advancement,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2429557_SourceReference.pdf,Primary (Official),"LAFAYETTE, Louisiana",University of Louisiana at Lafayette,University/Research,Capital,224642,LOGGED,,"$224,642",224642,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0078,https://louisianaaihub.com/citation-use
LAIS-0079,2024-11-25,Public/Institutional Awards,Approved,NSF 2430345 — CC* Strategy-Campus: Adaptive Spatiotemporal Data Ecosystem for Intelligent Integration of Cloud/Edge Involving Human Agents,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2430345_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,99999,LOGGED,,"$99,999",99999,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0079,https://louisianaaihub.com/citation-use
LAIS-0080,2024-12-10,Public/Institutional Awards,Approved,NSF 2512857 — SHF: Small: More Modular Deep Learning,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2512857_SourceReference.pdf,Primary (Official),"NEW ORLEANS, Louisiana",Tulane University,University/Research,Capital,180803,LOGGED,,"$180,803",180803,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0080,https://louisianaaihub.com/citation-use
LAIS-0081,2025-02-26,Public/Institutional Awards,Approved,NSF 2349878 — Collaborative Research: CSR: Small: Interpretable and Efficient Signal Processing and Deep Learning over Graphs for Spatial-Temporal Data Analysis in AIoT Systems,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2349878_SourceReference.pdf,Primary (Official),"LAFAYETTE, Louisiana",University of Louisiana at Lafayette,University/Research,Capital,200000,LOGGED,,"$200,000",200000,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0081,https://louisianaaihub.com/citation-use
LAIS-0082,2025-03-04,Public Procurement,Contracted,W58RGZ25C0006 — Addiguru AI/ML in-process additive-manufacturing monitoring and optimization,https://louisianaaihub.com/sources/2026-08-18_USASpending_Award_W58RGZ25C0006_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana","ADDIGURU, LLC",Louisiana Business,Procurement,203998.38,LOGGED,,"$203,998.38",203998.38,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0082,https://louisianaaihub.com/citation-use
LAIS-0083,2025-03-26,Public/Institutional Awards,Approved,NSF 2453821 — I-Corps: Translation Potential of a Workplace Safety Software System,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2453821_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,50000,LOGGED,,"$50,000",50000,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0083,https://louisianaaihub.com/citation-use
LAIS-0084,2025-03-28,Public/Institutional Awards,Approved,F32HD116537 — Pennington Biomedical machine learning to predict child energy intake,https://louisianaaihub.com/sources/2026-08-18_USASpending_Award_F32HD116537_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",PENNINGTON BIOMEDICAL RESEARCH CENTER,University/Research,Capital,159368,LOGGED,,"$159,368",159368,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0084,https://louisianaaihub.com/citation-use
LAIS-0085,2025-04-01,Public/Institutional Awards,Approved,W911NF2510131 — Southern University integrated machine-learning materials study,https://louisianaaihub.com/sources/2026-08-18_USASpending_Award_W911NF2510131_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",SOUTHERN UNIVERSITY AND A & M COLLEGE,University/Research,Capital,999994,LOGGED,,"$999,994",999994,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0085,https://louisianaaihub.com/citation-use
LAIS-0086,2025-04-07,Public/Institutional Awards,Approved,NSF 2502138 — ERI: Infrastructural Internet-of-Things Monitoring Integrating Edge Computing and Self-Powered Sensing Towards Smart Structures,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2502138_SourceReference.pdf,Primary (Official),"RUSTON, Louisiana",Louisiana Tech University,University/Research,Capital,199901,LOGGED,,"$199,901",199901,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0086,https://louisianaaihub.com/citation-use
